Date,Close
2018-03-20 00:00:00-04:00,6885.919921875
2018-03-21 00:00:00-04:00,6853.4501953125
2018-03-22 00:00:00-04:00,6682.259765625
2018-03-23 00:00:00-04:00,6508.08984375
2018-03-26 00:00:00-04:00,6753.830078125
2018-03-27 00:00:00-04:00,6529.83984375
2018-03-28 00:00:00-04:00,6460.81005859375
2018-03-29 00:00:00-04:00,6581.1298828125
2018-04-02 00:00:00-04:00,6390.83984375
2018-04-03 00:00:00-04:00,6458.830078125
2018-04-04 00:00:00-04:00,6560.06005859375
2018-04-05 00:00:00-04:00,6594.83984375
2018-04-06 00:00:00-04:00,6433.2099609375
2018-04-09 00:00:00-04:00,6472.33984375
2018-04-10 00:00:00-04:00,6615.8701171875
2018-04-11 00:00:00-04:00,6583.43994140625
2018-04-12 00:00:00-04:00,6656.259765625
2018-04-13 00:00:00-04:00,6628.33984375
2018-04-16 00:00:00-04:00,6675.18017578125
2018-04-17 00:00:00-04:00,6816.3701171875
2018-04-18 00:00:00-04:00,6833.2099609375
2018-04-19 00:00:00-04:00,6774.89013671875
2018-04-20 00:00:00-04:00,6667.75
2018-04-23 00:00:00-04:00,6648.7998046875
2018-04-24 00:00:00-04:00,6509.0498046875
2018-04-25 00:00:00-04:00,6513.93994140625
2018-04-26 00:00:00-04:00,6649.64990234375
2018-04-27 00:00:00-04:00,6656.35009765625
2018-04-30 00:00:00-04:00,6605.56982421875
2018-05-01 00:00:00-04:00,6681.9599609375
2018-05-02 00:00:00-04:00,6644.47998046875
2018-05-03 00:00:00-04:00,6643.47998046875
2018-05-04 00:00:00-04:00,6769.1201171875
2018-05-07 00:00:00-04:00,6821.8701171875
2018-05-08 00:00:00-04:00,6815.47998046875
2018-05-09 00:00:00-04:00,6893.2099609375
2018-05-10 00:00:00-04:00,6963.5498046875
2018-05-11 00:00:00-04:00,6952.56005859375
2018-05-14 00:00:00-04:00,6964.3701171875
2018-05-15 00:00:00-04:00,6888.5400390625
2018-05-16 00:00:00-04:00,6929.97021484375
2018-05-17 00:00:00-04:00,6901.6298828125
2018-05-18 00:00:00-04:00,6866.25
2018-05-21 00:00:00-04:00,6905.52978515625
2018-05-22 00:00:00-04:00,6893.6201171875
2018-05-23 00:00:00-04:00,6953.6298828125
2018-05-24 00:00:00-04:00,6949.7001953125
2018-05-25 00:00:00-04:00,6960.919921875
2018-05-29 00:00:00-04:00,6926.5400390625
2018-05-30 00:00:00-04:00,6976.3701171875
2018-05-31 00:00:00-04:00,6967.72998046875
2018-06-01 00:00:00-04:00,7083.93017578125
2018-06-04 00:00:00-04:00,7143.56982421875
2018-06-05 00:00:00-04:00,7166.75
2018-06-06 00:00:00-04:00,7210.080078125
2018-06-07 00:00:00-04:00,7152.830078125
2018-06-08 00:00:00-04:00,7152.6201171875
2018-06-11 00:00:00-04:00,7168.47998046875
2018-06-12 00:00:00-04:00,7209.18017578125
2018-06-13 00:00:00-04:00,7205.259765625
2018-06-14 00:00:00-04:00,7279.58984375
2018-06-15 00:00:00-04:00,7255.759765625
2018-06-18 00:00:00-04:00,7251.41015625
2018-06-19 00:00:00-04:00,7228.0400390625
2018-06-20 00:00:00-04:00,7280.7001953125
2018-06-21 00:00:00-04:00,7217.490234375
2018-06-22 00:00:00-04:00,7197.509765625
2018-06-25 00:00:00-04:00,7038.169921875
2018-06-26 00:00:00-04:00,7068.2001953125
2018-06-27 00:00:00-04:00,6969.669921875
2018-06-28 00:00:00-04:00,7031.60009765625
2018-06-29 00:00:00-04:00,7040.7998046875
2018-07-02 00:00:00-04:00,7097.81982421875
2018-07-03 00:00:00-04:00,7014.5498046875
2018-07-05 00:00:00-04:00,7101.0498046875
2018-07-06 00:00:00-04:00,7207.330078125
2018-07-09 00:00:00-04:00,7276.0
2018-07-10 00:00:00-04:00,7282.60009765625
2018-07-11 00:00:00-04:00,7243.97998046875
2018-07-12 00:00:00-04:00,7366.25
2018-07-13 00:00:00-04:00,7375.81982421875
2018-07-16 00:00:00-04:00,7357.89990234375
2018-07-17 00:00:00-04:00,7403.89013671875
2018-07-18 00:00:00-04:00,7390.1298828125
2018-07-19 00:00:00-04:00,7352.35986328125
2018-07-20 00:00:00-04:00,7350.22998046875
2018-07-23 00:00:00-04:00,7371.77978515625
2018-07-24 00:00:00-04:00,7406.25
2018-07-25 00:00:00-04:00,7508.58984375
2018-07-26 00:00:00-04:00,7400.75
2018-07-27 00:00:00-04:00,7296.77978515625
2018-07-30 00:00:00-04:00,7193.10009765625
2018-07-31 00:00:00-04:00,7231.97998046875
2018-08-01 00:00:00-04:00,7272.89013671875
2018-08-02 00:00:00-04:00,7372.14990234375
2018-08-03 00:00:00-04:00,7395.490234375
2018-08-06 00:00:00-04:00,7438.990234375
2018-08-07 00:00:00-04:00,7462.64990234375
2018-08-08 00:00:00-04:00,7469.5498046875
2018-08-09 00:00:00-04:00,7466.9599609375
2018-08-10 00:00:00-04:00,7408.2998046875
2018-08-13 00:00:00-04:00,7401.169921875
